datetime,light,twilight,interp,excluded
2013-05-20T16:15:16.000Z,147,0,FALSE,FALSE
2013-05-20T16:20:16.000Z,113,0,FALSE,FALSE
2013-05-20T16:25:16.000Z,102,0,FALSE,FALSE
2013-05-20T16:30:16.000Z,102,0,FALSE,FALSE
2013-05-20T16:35:16.000Z,124,0,FALSE,FALSE
2013-05-20T16:40:16.000Z,124,0,FALSE,FALSE
2013-05-20T16:45:16.000Z,147,0,FALSE,FALSE
2013-05-20T16:50:16.000Z,147,0,FALSE,FALSE
2013-05-20T16:55:16.000Z,102,0,FALSE,FALSE
2013-05-20T17:00:16.000Z,113,0,FALSE,FALSE
2013-05-20T17:05:16.000Z,124,0,FALSE,FALSE
2013-05-20T17:15:16.000Z,124,0,FALSE,FALSE
2013-05-20T17:20:16.000Z,136,0,FALSE,FALSE
2013-05-20T17:25:16.000Z,136,0,FALSE,FALSE
2013-05-20T17:30:16.000Z,150,0,FALSE,FALSE
2013-05-20T18:00:16.000Z,150,0,FALSE,FALSE
2013-05-20T18:05:16.000Z,147,0,FALSE,FALSE
2013-05-20T18:10:16.000Z,147,0,FALSE,FALSE
2013-05-20T18:15:16.000Z,136,0,FALSE,FALSE
2013-05-20T18:20:16.000Z,136,0,FALSE,FALSE
2013-05-20T18:25:16.000Z,113,0,FALSE,FALSE
2013-05-20T18:30:16.000Z,90,0,FALSE,FALSE
2013-05-20T18:35:16.000Z,79,0,FALSE,FALSE
2013-05-20T18:40:16.000Z,150,0,FALSE,FALSE
2013-05-20T20:20:16.000Z,150,0,FALSE,FALSE
2013-05-20T20:24:02.834Z,44.9,2,TRUE,FALSE
2013-05-20T20:25:16.000Z,11,0,FALSE,FALSE
2013-05-21T03:35:15.000Z,11,0,FALSE,FALSE
2013-05-21T03:40:15.000Z,22,0,FALSE,FALSE
2013-05-21T03:45:13.695Z,44.9,1,TRUE,FALSE
2013-05-21T03:45:15.000Z,45,0,FALSE,FALSE
2013-05-21T03:50:15.000Z,45,0,FALSE,FALSE
2013-05-21T03:55:15.000Z,56,0,FALSE,FALSE
2013-05-21T04:00:15.000Z,150,0,FALSE,FALSE
2013-05-21T04:35:15.000Z,150,0,FALSE,FALSE
2013-05-21T04:40:15.000Z,79,0,FALSE,FALSE
2013-05-21T04:45:15.000Z,79,0,FALSE,FALSE
2013-05-21T04:50:15.000Z,90,0,FALSE,FALSE
